               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10611,            0.031376,                   0,           0.0077291,             0.91564,            0.014815,           0.0048114,            0.045402,            0.027416,                   0,            0.070333,           0.0032963,           0.0032963
